,country,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,total_n,train_n,test_n,kfold_best_reg_param,kfold_mean_of_val_R2s,kfold_val_R2,kfold_val_r,kfold_val_r2,kfold_train_R2,kfold_train_r,kfold_train_r2,kfold_test_R2,kfold_test_r,kfold_test_r2,logo_best_reg_param,logo_mean_of_val_R2s,logo_val_R2,logo_val_r,logo_val_r2,kfold_demean_R2,kfold_demean_r,kfold_demean_r2,logo_demean_R2,logo_demean_r,logo_demean_r2
10,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,True,432,345,87,1000.0,0.6744156530249814,0.6899736783196885,0.8308659399262195,0.6903382101294802,0.9364652242302625,0.9702670046627884,0.9414180603372994,0.7541610420535785,0.8711296069650927,0.7588667921311568,1000.0,0.5810940290524355,0.6303343594080901,0.7940898812015279,0.6305787394266567,0.699813475358591,0.8366001348529977,0.6998997856360539,0.7743383620167005,0.8822554890434895,0.7783747479473668
11,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,False,432,345,87,1000.0,0.658380199922263,0.6750289398187876,0.8220632755504599,0.6757880290087513,0.928072909160349,0.9658942225776124,0.9329516492088102,0.7361363808514849,0.8610076100033578,0.7413341044836943,1000.0,0.5567844300185035,0.6110478522312721,0.7819916329382282,0.6115109139853966,0.6868669095822496,0.8291543442942974,0.6874969266621062,0.7631109465663969,0.8750415680552235,0.7656977458245443
12,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,True,504,403,101,1000.0,0.5685762597021137,0.5812690266439879,0.7639701518135898,0.5836503928620795,0.8757154828423546,0.9409032452655478,0.8852989169512396,0.6964007024102483,0.8358574126486192,0.6986576142796441,10000.0,0.3775360027745488,0.4396071830427115,0.6651996645193624,0.4424905936766723,0.5131044440390342,0.7217250504453353,0.5208870484403217,0.3318877715187174,0.5781293465772596,0.3342335413738491
13,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,False,504,403,101,1000.0,0.5366890535381897,0.5503978421082507,0.7451165025365599,0.5551986023523153,0.8542011078812606,0.9290351159502923,0.8631062466687731,0.6545583076228789,0.8095094850193438,0.6553056063362832,10000.0,0.3601955523611937,0.424959780102814,0.6543498114218828,0.42817367570785353,0.483216051586835,0.7056797714621359,0.4979839398508524,0.3266021588948629,0.5742507037574638,0.32976387076594244
14,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,True,504,403,101,100.0,0.5499443824570495,0.5589156202292648,0.7651314161621313,0.5854260839982686,0.9688511642706666,0.985437574896429,0.9710872140177552,0.6908239058832759,0.8352151344790466,0.6975843208628519,10000.0,0.25198764847810806,0.32407872519732317,0.5809472575772262,0.33749971608650003,0.6853738192564441,0.8343613473680704,0.696158857981862,0.3715597481364198,0.6128577374111958,0.37559460630477015
15,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,False,504,403,101,1000.0,0.5079373166211062,0.5262863199493939,0.7288813015095703,0.5312679516902852,0.829089191483291,0.9167900690509806,0.8405040307105017,0.6008327032448074,0.7755865611718544,0.6015345138703827,10000.0,0.22857379859756946,0.30413073140332403,0.5661986414263454,0.3205809015530392,0.4544892458496108,0.6981245068101117,0.48737782700886173,0.3666227999179281,0.6096071658725951,0.3716208966832177
16,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,True,True,497,397,100,1000.0,0.5744647286502984,0.5854831602315202,0.7681776834302322,0.590096953320238,0.9112492920654757,0.9589020059359644,0.9194930569880163,0.767292947630133,0.8861125861757545,0.7851955153790839,100000.0,0.22432313732041384,0.28637572193624317,0.5473696751298772,0.29961356125178734,0.6424184089734077,0.8022135286624975,0.6435465455691357,0.3872407828770995,0.6223149698673595,0.3872759217210125
17,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,True,False,497,397,100,1000.0,0.5386151046493405,0.5508889463729361,0.7480296584298058,0.559548369890612,0.8964644637696529,0.951109570544554,0.904609415181446,0.7383640574562182,0.8680524434078486,0.7535150445063362,100000.0,0.22092586954358634,0.28345941632286564,0.5446112236147643,0.29660138488717086,0.6181486451254674,0.788309056371251,0.6214311683569322,0.38684301325407844,0.621989279453847,0.3868706637555157
18,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,True,490,392,98,1000.0,0.6319957187434613,0.6392596171785068,0.8015399949023841,0.642466363428114,0.9182369683076381,0.9609011961944739,0.9233311088479708,0.6825184504844164,0.8266464768354755,0.6833443976645044,10000.0,0.4554601159720077,0.5000816593417607,0.7099356018110452,0.5040085587188109,0.5862559462281406,0.7673930489895675,0.5888920916375048,0.475466166537573,0.6895455937695547,0.47547312588700774
19,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,False,490,392,98,1000.0,0.6117333354063048,0.6190585263760835,0.7898555383883505,0.6238717715227511,0.9074111234212089,0.9551824298848609,0.9123734743607472,0.6547344678436837,0.8106007455607339,0.6570735687036177,10000.0,0.4432135704086657,0.4896707720185802,0.7020050502174655,0.4928110905308263,0.5642488592397298,0.7547754525379375,0.5696859837538484,0.47142939605145906,0.6866137110279744,0.47143838817160677
20,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,True,497,397,100,1000.0,0.6505012889349554,0.6534798989566366,0.8090021198641782,0.6544844299447342,0.9330397279507843,0.9688305332908164,0.9386326022365676,0.7140812896558242,0.8459042783016172,0.7155540480489798,1000.0,0.4690564694602183,0.5110841393570755,0.7194941150132348,0.517671781538678,0.6025536002611322,0.7787871038025117,0.6065093530491041,0.7802189049724919,0.8859306717516802,0.7848731551503833
21,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,False,497,397,100,1000.0,0.6351935361652101,0.6383581141268466,0.800150503613712,0.6402408284332769,0.9258891123726691,0.9651505307868026,0.9315155470780467,0.685931183677096,0.8294946438719232,0.6880613642122086,10000.0,0.43811578498950265,0.476565030447349,0.6913103735117997,0.477910032525024,0.5756527000689211,0.7641427661311451,0.5839141670305579,0.4949572967118958,0.7040048162455208,0.4956227812968895
22,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,True,True,504,403,101,1000.0,0.58361405995821,0.5963291672632409,0.7724536796498505,0.5966846872045938,0.8632749447103466,0.9358139133663859,0.8757476804501095,0.6207338260617221,0.7898297378329677,0.6238310147652946,1000.0,0.30813970603638224,0.37433937606077483,0.6393649545553447,0.40878754511355797,0.47188979370179374,0.7073520375214689,0.5003469049857736,0.6089523972296088,0.780372701968331,0.6089815539773535
